[Thu Oct 26 00:47:29.505794 2017] [suexec:notice] [pid 1] AH01232: suEXEC mechanism enabled (wrapper: /usr/sbin/suexec)
[Thu Oct 26 00:47:29.505817 2017] [ssl:info] [pid 1] AH01883: Init: Initialized OpenSSL library
[Thu Oct 26 00:47:29.505848 2017] [ssl:debug] [pid 1] ssl_engine_init.c(260): AH01886: SSL FIPS mode disabled
[Thu Oct 26 00:52:46.411345 2017] [so:debug] [pid 1] mod_so.c(266): AH01575: loaded module ssl_module from /etc/httpd/modules/mod_ssl.so
[Thu Oct 26 00:52:46.412434 2017] [so:debug] [pid 1] mod_so.c(266): AH01575: loaded module systemd_module from /etc/httpd/modules/mod_systemd.so
[Thu Oct 26 00:52:46.412569 2017] [so:debug] [pid 1] mod_so.c(266): AH01575: loaded module cgi_module from /etc/httpd/modules/mod_cgi.so
[Thu Oct 26 00:52:46.412799 2017] [so:debug] [pid 1] mod_so.c(266): AH01575: loaded module fcgid_module from /etc/httpd/modules/mod_fcgid.so
AH00558: httpd: Could not reliably determine the server's fully qualified domain name, using 172.23.0.6. Set the 'ServerName' directive globally to suppress this message
[Thu Oct 26 00:52:46.415530 2017] [auth_digest:notice] [pid 1] AH01757: generating secret for digest authentication ...
[Thu Oct 26 00:52:46.416120 2017] [lbmethod_heartbeat:notice] [pid 1] AH02282: No slotmem from mod_heartmonitor
[Thu Oct 26 00:52:46.416140 2017] [ssl:info] [pid 1] AH01883: Init: Initialized OpenSSL library
[Thu Oct 26 00:52:46.416293 2017] [ssl:debug] [pid 1] ssl_engine_init.c(260): AH01886: SSL FIPS mode disabled
[Thu Oct 26 00:52:46.419790 2017] [mpm_prefork:notice] [pid 1] AH00163: Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips mod_fcgid/2.3.9 configured -- resuming normal operations
[Thu Oct 26 00:52:46.419832 2017] [core:notice] [pid 1] AH00094: Command line: 'httpd -D FOREGROUND -e debug'
[Thu Oct 26 17:28:33.535130 2017] [mpm_prefork:notice] [pid 1] AH00169: caught SIGTERM, shutting down
[Thu Oct 26 17:28:33.545446 2017] [auth_digest:info] [pid 1] AH01756: cleaning up shared memory
